CG_ID	SSP1	SSP2	SSH11	SSH12	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj
CG6027	245	327	290	282	-0.416508886495512	0.040357737616141	8.11660504242044	FBgn0004876	cdi	0.386	Bilateria	non_HKs	0	non_TS_non_HK	0.00368005323963305	0.953308062450197
CG6038	59	53	42	70	0.154722594798642	-0.736965594166206	45.2499850980854	FBgn0036198	crim	0.395	Diptera	non_HKs	0	non_TS_non_HK	0.793929425163595	0.0735728455941308
CG6040	30	31	34	27	-0.0473057147783566	0.332575339086871	46.6800975297349	FBgn0038679	CG6040	0.66	Bilateria	non_HKs	0	TS	1	0.742969278184607
CG6042	34	31	33	32	0.133266530863464	0.0443941193584534	33.312279587991	FBgn0038681	Cyp12a4	0.659	Diptera	non_HKs	0	TS	0.90795343303591	1
CG6045	250	290	254	286	-0.214124805352848	-0.171186650006224	79.9471363087205	FBgn0038349	AOX3	0.45	Diptera	non_HKs	0	non_TS_non_HK	0.209289939386717	0.465502452475155
CG6050	434	320	412	342	0.439623137557117	0.268648012297321	61.1087063774975	FBgn0024556	EfTuM	0.288	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.000277458304371881	0.0825145333762382
CG6051	236	232	227	241	0.024662054234269	-0.0863408489390467	43.7514985981854	FBgn0039492	CG6051	0.404	Bilateria	non_HKs	0	non_TS_non_HK	0.96468055018243	0.816878409727475
CG6056	82	125	105	102	-0.608232280044003	0.0418201756946269	6.04449053115366	FBgn0043012	AP-2sigma	0.214	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0143081166431517	1
CG6057	147	165	136	176	-0.166649869409451	-0.371968777386958	64.4338666521389	FBgn0040283	SMC1	0.248	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.524523548371866	0.142253913857167
CG6058	369	175	300	244	1.07626589422807	0.298081352932995	27.6958839383077	FBgn0000064	Ald	0.398	Diptera	non_HKs	0	non_TS_non_HK	1.82066965005935e-15	0.109574463784113
CG6064	95	90	83	102	0.0780025120012732	-0.297385910624571	44.2029215335538	FBgn0036746	Crtc	0.209	Bilateria	non_HKs	0	non_TS_non_HK	0.885010030205819	0.471655163503053
CG6066	25	28	29	24	-0.163498732282879	0.273018494406416	38.4784706800671	FBgn0039488	CG6066	0.436	Eukaryota	non_HKs	0	non_TS_non_HK	0.89517450334799	0.840852728415943
CG6070	53	51	49	55	0.0554951125917037	-0.166649869409451	42.8631883382253	FBgn0039487	gb	0.36	Bilateria	non_HKs	0	non_TS_non_HK	0.980422828923558	0.869516966796219
CG6072	163	171	135	199	-0.0691243606548203	-0.559809023492818	53.2900892958367	FBgn0086370	sra	0.44	Bilateria	non_HKs	0	non_TS_non_HK	0.835691722847087	0.00768682264616165
CG6073	70	45	62	53	0.637429920615292	0.226275855823676	35.498154150853	FBgn0039417	CG6073	0.424	Eukaryota	non_HKs	0	non_TS_non_HK	0.0756142189020617	0.753331411932762
CG6084	369	751	473	647	-1.02519209145388	-0.451925528653112	44.0820342275772	FBgn0086254	CG6084	0.335	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	9.49016134189341e-29	7.78089872204433e-06
CG6090	705	432	516	621	0.706591945122687	-0.267222202797227	21.532181764282	FBgn0039406	RpL34a	0.202	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	1.53759762385895e-14	0.021657236398917
CG6091	113	144	122	135	-0.349746039027125	-0.146078259487945	41.7669517842961	FBgn0036180	CG6091	0.506	Eukaryota	non_HKs	0	non_TS_non_HK	0.151761374461383	0.751772408171246
CG6092	144	98	137	105	0.555215157327104	0.383786565294404	69.1239351501164	FBgn0028833	Dak1	0.289	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0154615744076008	0.201131109132721
CG6093	23	51	29	45	-1.14886338591448	-0.633872101202102	55.173844773332	FBgn0000018	abo	0.432	Eukaryota	non_HKs	0	non_TS_non_HK	0.00718524750411901	0.287228186957136
CG6094	28	24	32	20	0.222392421336448	0.678071905112638	59.8078125202745	FBgn0032261	CG6094	0.511	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.820598197224166	0.374856807648722
CG6113	38	68	47	59	-0.839535327806754	-0.328054197684204	39.0756870876691	FBgn0032264	Lip4	0.584	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0185884875699434	0.60060723724983
CG6116	114	114	124	104	0	0.253756592245783	50	FBgn0032499	Uvrag	0.488	Diptera	non_HKs	0	non_TS_non_HK	1	0.503169566486437
CG6121	96	110	102	104	-0.196397212803504	-0.0280143761695966	14.2641414150949	FBgn0026080	Tip60	0.378	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.554250636035838	1
CG6125	41	56	48	49	-0.44980291743952	-0.0297473433940521	6.61341717465668	FBgn0038337	CG6125	0.782	Diptera	non_HKs	0	TS	0.303702109256941	1
CG6126	158	97	136	119	0.703867905989975	0.192645077942396	27.3694930970669	FBgn0038407	CG6126	0.414	Eukaryota	non_HKs	0	non_TS_non_HK	0.00104659681407149	0.631207938111512
CG6133	147	168	167	148	-0.192645077942396	0.174250926845102	32.2002984142218	FBgn0026079	Nsun2	0.47	Eukaryota	non_HKs	0	non_TS_non_HK	0.436714702074419	0.628207236883821
CG6134	66	71	61	76	-0.105353000146229	-0.317190175880699	59.9572356537499	FBgn0003495	spz	0.44	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.85882543895669	0.535634026328867
CG6143	1040	956	979	1017	0.121501005047706	-0.0549389142538051	23.7441400363317	FBgn0004401	Pep	0.276	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.15549487535862	0.716471640601577
CG6145	430	361	393	398	0.252337822702289	-0.0182391182850424	6.31513300575907	FBgn0033853	CG6145	0.387	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0520901633320401	1
CG6146	148	232	170	210	-0.648527629498622	-0.304854581528421	47.0071848386945	FBgn0004924	Top1	0.333	Eukaryota	HK	9.527990016	non_TS_HK	0.000150439996164393	0.19850881999446
CG6147	123	93	97	119	0.403355694231208	-0.294904921120816	29.6934307817557	FBgn0026317	Tsc1	0.457	Bilateria	non_HKs	0	non_TS_non_HK	0.127723530784248	0.41999101793357
CG6148	188	144	194	138	0.384663850235325	0.491388385408959	82.1564571670382	FBgn0016693	Past1	0.41	Eukaryota	non_HKs	0	non_TS_non_HK	0.0590450767512515	0.0255629012152173
CG6153	46	31	43	34	0.569365645670138	0.338801913451758	59.5051556110295	FBgn0032445	CG6153	0.526	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.236135662804485	0.673451189924676
CG6155	138	231	173	196	-0.743224584637889	-0.180081616478484	24.2297712159538	FBgn0014877	Roe1	0.478	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1.41385973659368e-05	0.560322078979786
CG6159	79	91	79	91	-0.204013892021593	-0.204013892021593	100	FBgn0266673	Sec10	0.181	Eukaryota	non_HKs	0	non_TS_non_HK	0.584249355459916	0.709267049210255
CG6163	62	42	63	41	0.561878887608115	0.619727918881833	91.4623672985869	FBgn0036155	CG6163	0.581	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.153339559182906	0.179168158656218
CG6169	103	74	80	97	0.477047161554269	-0.277984747299765	26.9099966243311	FBgn0036534	DCP2	0.205	Eukaryota	HK	11.33217845	non_TS_HK	0.0992199003946399	0.532532102963651
CG6170	110	191	163	138	-0.796069114511089	0.240203697452908	18.8177138929594	FBgn0026428	HDAC6	0.558	Cellular_Organisms	non_HKs	0	non_TS_non_HK	3.09984530048238e-05	0.440774517552178
CG6174	239	173	195	217	0.466238580344024	-0.154220918694869	19.9076825958793	FBgn0011745	Arp1	0.236	Eukaryota	non_HKs	0	non_TS_non_HK	0.00645807326684244	0.619085312055537
CG6176	26	30	28	28	-0.206450877467426	0	0	FBgn0026431	Grip75	0.267	Eukaryota	non_HKs	0	non_TS_non_HK	0.827940027433163	1
CG6177	78	93	97	74	-0.253756592245783	0.390459476558178	37.7373833090369	FBgn0026634	ldlCp	0.298	Eukaryota	non_HKs	0	non_TS_non_HK	0.465025707423367	0.308915125862822
CG6178	114	192	84	222	-0.752072486556414	-1.40209844357135	68.3242420961798	FBgn0039156	CG6178	0.366	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	8.07349119889629e-05	1.73317283701302e-13
CG6186	240	878	349	769	-1.87118653392684	-1.13975656175217	60.9109001741425	FBgn0022355	Tsf1	0.684	Diptera	non_HKs	0	TS	1.31937551737777e-83	2.68152008051666e-34
CG6187	29	44	44	29	-0.601450623509725	0.601450623509725	33.3333333333333	FBgn0032256	RluA-2	0.322	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.222140915140591	0.325243483360554
CG6189	73	78	75	76	-0.0955776599822311	-0.0191088229477047	19.9929805262623	FBgn0001341	l(1)1Bi	0.338	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.869027454221649	1
CG6190	180	262	206	236	-0.541569905207775	-0.196142522178623	36.2173969218936	FBgn0061469	Ube3a	0.457	Eukaryota	non_HKs	0	non_TS_non_HK	0.000748396800722944	0.442126365082944
CG6192	125	146	130	141	-0.22404027421793	-0.117183539370339	52.3046759246292	FBgn0032341	Reps	0.261	Bilateria	non_HKs	0	non_TS_non_HK	0.395649320279117	0.813048114507213
CG6194	65	74	65	74	-0.187085552600495	-0.187085552600495	100	FBgn0038325	Atg4b	0.522	Eukaryota	non_HKs	0	non_TS_non_HK	0.673899389809973	0.786448645427948
CG6195	79	74	84	69	0.0943273825481531	0.283792966000591	59.9657346557365	FBgn0038723	CG6195	0.416	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.870103508534534	0.567075284042739
CG6197	172	223	184	211	-0.374635145218207	-0.197537232650172	52.7278967741044	FBgn0033859	fand	0.393	Eukaryota	non_HKs	0	non_TS_non_HK	0.0416367483393073	0.478317227508915
CG6198	45	45	47	43	0	0.128324096975539	50	FBgn0029503	CHORD	0.333	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.944714337294326
CG6199	229	145	188	186	0.659294698082009	0.015430040569606	2.3403859631352	FBgn0036147	Plod	0.432	Bilateria	non_HKs	0	non_TS_non_HK	0.000130865061604319	1
CG6202	311	310	313	308	0.00464636485636492	0.0232323062377169	55.5554274998436	FBgn0019925	Surf4	0.328	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	1	1
CG6204	42	50	34	58	-0.251538766995964	-0.770518153877233	59.7533635794298	FBgn0039165	CG6204	0.341	Eukaryota	non_HKs	0	non_TS_non_HK	0.646115079682925	0.100103030672685
CG6205	38	61	54	45	-0.682809824119301	0.263034405833794	21.7585453201908	FBgn0004957	por	0.252	Bilateria	non_HKs	0	non_TS_non_HK	0.0795966087529268	0.728459871511893
CG6206	535	435	501	469	0.298523490552419	0.0952226806798318	31.8978853234035	FBgn0027611	LManII	0.501	Eukaryota	HK	1.836073816	non_TS_HK	0.00700379285896767	0.633192818210023
CG6207	136	175	154	157	-0.363748270581989	-0.0278342081967256	7.65205238012307	FBgn0036144	GlcAT-P	0.505	Bilateria	non_HKs	0	non_TS_non_HK	0.0900315426641606	1
CG6210	51	52	49	54	-0.0280143761695966	-0.14017765804826	55.5508979592668	FBgn0036141	wls	0.32	Bilateria	non_HKs	0	non_TS_non_HK	1	0.911444084211681
CG6218	59	31	60	30	0.928446738974966	1	93.3224727479634	FBgn0038321	CG6218	0.44	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0169829458071621	0.0218224741674814
CG6222	128	124	116	136	0.0458036896131248	-0.229481846122767	45.4628912981197	FBgn0003575	su(sable)	0.252	Eukaryota	non_HKs	0	non_TS_non_HK	0.938944333602508	0.535634026328867
CG6223	154	218	184	188	-0.501397784082025	-0.0310268956206245	6.18807992489029	FBgn0008635	betaCOP	0.331	Eukaryota	non_HKs	0	non_TS_non_HK	0.00535907415484278	1
CG6224	128	141	140	129	-0.139551352398794	0.118055761521712	31.4259857013395	FBgn0040230	dbo	0.425	Diptera	non_HKs	0	non_TS_non_HK	0.645322073007737	0.812177494368906
CG6226	251	232	248	235	0.1135625588232	0.0776793638218754	68.4022662282652	FBgn0013269	FK506-bp1	0.304	Eukaryota	non_HKs	0	non_TS_non_HK	0.596616940255639	0.842388764144131
CG6227	83	112	103	92	-0.432315490710679	0.162938571126206	21.4903922884908	FBgn0030631	CG6227	0.414	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.120165853814936	0.76957148073567
CG6233	188	174	153	209	0.111645355828909	-0.449971289388231	44.4816781611545	FBgn0036136	Ufd1-like	0.427	Eukaryota	non_HKs	0	non_TS_non_HK	0.671841908622694	0.0362729371269757
CG6236	55	85	58	82	-0.628031222613042	-0.499571009490512	79.5455689944765	FBgn0038318	CG6236	0.384	Bilateria	non_HKs	0	non_TS_non_HK	0.0475286632903331	0.21572970092574
CG6238	310	357	342	325	-0.203655858754862	0.0735566069700811	20.9700947705942	FBgn0029157	ssh	0.574	Eukaryota	non_HKs	0	non_TS_non_HK	0.178395811889691	0.807721152985312
CG6249	29	28	30	27	0.0506260730699681	0.15200309344505	59.9901433278829	FBgn0032346	Csl4	0.366	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1	0.963189802560664
CG6259	122	68	77	113	0.843274496312547	-0.553392421720286	28.3782349818312	FBgn0036740	Vps60	0.301	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.000733740672946855	0.0765054616346934
CG6276	156	124	145	135	0.331205908475373	0.103093492964104	31.126707080399	FBgn0038316	CG6276	0.402	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.156498912863961	0.846624469837975
CG6287	310	234	293	251	0.405759685690833	0.223213300471476	55.0112069639053	FBgn0032350	CG6287	0.45	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.00624405406691825	0.283125435872829
CG6291	76	99	98	77	-0.381429106636024	0.347923303420307	32.2965884283673	FBgn0026150	ApepP	0.301	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	HK	6.003166614	non_TS_HK	0.214219560607144	0.381913517492479
CG6292	105	165	117	153	-0.652076696579693	-0.387023123109247	59.3523929223788	FBgn0025455	CycT	0.472	Bilateria	non_HKs	0	non_TS_non_HK	0.00188643269535666	0.16180981517762
CG6294	38	71	45	64	-0.901819606061097	-0.508146903670325	56.3468458941332	FBgn0030640	CG6294	0.822	Eukaryota	non_HKs	0	TS	0.00917010962311802	0.294854371290976
CG6297	196	233	211	218	-0.249476300539072	-0.0470851360697413	18.8735907851764	FBgn0020412	JIL-1	0.476	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.190290949433072	0.954339337486836
CG6302	199	138	178	159	0.52810016376548	0.162850475682042	30.8370432080308	FBgn0010741	l(3)01239	0.17	Eukaryota	non_HKs	0	non_TS_non_HK	0.0053138207590771	0.639737532212001
CG6310	33	29	41	21	0.186413124230881	0.965234581839323	55.3442412403763	FBgn0036121	CG6310	0.451	Diptera	non_HKs	0	non_TS_non_HK	0.836414503719356	0.0966534137233202
CG6311	103	89	93	99	0.210767096216821	-0.0901978089715781	23.0588974118554	FBgn0036735	Edc3	0.262	Eukaryota	non_HKs	0	non_TS_non_HK	0.538606534508015	0.923873019065298
CG6315	131	135	131	135	-0.0433925955133807	-0.0433925955133807	100	FBgn0000662	fl(2)d	0.243	Eukaryota	non_HKs	0	non_TS_non_HK	0.941477369658648	0.993304857852083
CG6321	58	125	92	91	-1.10780328953451	0.0157673158583166	1.38390161199953	FBgn0036117	CG6321	0.553	Cellular_Organisms	non_HKs	0	non_TS_non_HK	8.177631139604e-06	1
CG6322	40	57	42	55	-0.510961919277379	-0.389042290745899	76.1391947360963	FBgn0036733	U4-U6-60K	0.403	Eukaryota	non_HKs	0	non_TS_non_HK	0.226631847290358	0.5244427630505
CG6323	179	205	197	187	-0.19566432224119	0.0751573595687396	21.723096078089	FBgn0039465	Tsp97E	0.308	Bilateria	non_HKs	0	non_TS_non_HK	0.368020971510091	0.883265724334996
CG6330	106	36	104	38	1.55799545312089	1.45251220469751	93.229553513004	FBgn0039464	CG6330	0.359	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	4.92787396758702e-08	1.19621256855569e-06
CG6335	399	422	379	442	-0.0808542524848393	-0.22184852122034	61.1417747193874	FBgn0027087	Aats-his	0.372	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.621704970884621	0.153685079673029
CG6338	23	49	37	35	-1.0911478880582	0.0801703486839834	6.4059991930876	FBgn0004510	Ets97D	0.581	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0125420733883862	1
CG6339	89	74	80	83	0.266280065337448	-0.0531113364595624	14.2579720911958	FBgn0034728	rad50	0.389	Eukaryota	non_HKs	0	non_TS_non_HK	0.450901442896265	1
CG6342	62	39	48	53	0.668794091524627	-0.142957953842043	14.9739663311927	FBgn0024957	Irp-1B	0.404	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0832882796643481	0.911444084211681
CG6343	187	216	208	195	-0.207993042275832	0.0931094043914815	23.6191286845901	FBgn0019957	ND-42	0.363	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.315781346623382	0.817961995907879
CG6354	56	59	47	68	-0.0752881273042371	-0.532873989572702	53.8006652750379	FBgn0004903	Rb97D	0.402	Bilateria	non_HKs	0	non_TS_non_HK	0.940162146376069	0.242199512935343
CG6357	73	119	97	95	-0.704993204427926	0.0300572338561799	3.9284972495569	FBgn0033875	CG6357	0.428	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.00552840688872074	1
CG6363	77	73	76	74	0.0769619818148841	0.0384741478146356	49.9911084763606	FBgn0027378	MRG15	0.368	Eukaryota	non_HKs	0	non_TS_non_HK	0.909213877157539	1
CG6367	50	35	51	34	0.514573172829758	0.584962500721156	89.2593070136969	FBgn0030926	psh	0.711	mel-group	non_HKs	0	TS	0.265234337315918	0.29019819011748
CG6369	212	220	239	193	-0.0534392589614604	0.308409770712668	46.0135354484998	FBgn0039260	Smg6	0.196	Bilateria	non_HKs	0	non_TS_non_HK	0.861690952630987	0.153332935968799
CG6375	120	117	123	114	0.0365258760251139	0.109624491174498	59.9948705886082	FBgn0266581	pit	0.325	Eukaryota	non_HKs	0	non_TS_non_HK	0.966712823716784	0.854908021631147
CG6379	80	108	72	116	-0.432959407276106	-0.68805599368526	72.9527764867465	FBgn0029693	CG6379	0.455	Eukaryota	non_HKs	0	non_TS_non_HK	0.128585095590388	0.018643487258705
CG6382	105	85	104	86	0.304854581528421	0.274174963438994	89.9363106384653	FBgn0020443	Elf	0.204	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	HK	12.8731487	non_TS_HK	0.322123878100452	0.517523171967078
CG6383	67	135	105	97	-1.01072640659306	0.114332675478995	9.22490203621398	FBgn0259685	crb	0.52	Bilateria	non_HKs	0	non_TS_non_HK	1.80407745263978e-05	0.869516966796219
CG6388	123	87	110	100	0.499571009490512	0.137503523749935	27.5243200941881	FBgn0032430	CG6388	0.379	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0520594521423761	0.807064797322673
CG6404	106	95	107	94	0.158064846232251	0.18687813472351	86.6414305855043	FBgn0027615	CG6404	0.574	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.659798877657518	0.707885084574251
CG6406	88	111	94	105	-0.334984247712809	-0.159656665988485	47.6609473665052	FBgn0034269	CG6406	0.371	Bilateria	non_HKs	0	non_TS_non_HK	0.250070023280808	0.772267247071976
CG6410	25	24	29	20	0.0588936890535686	0.53605290024021	52.9062862745804	FBgn0034265	Snx16	0.302	Bilateria	non_HKs	0	non_TS_non_HK	1	0.56144888426168
CG6412	398	290	372	316	0.456715530528714	0.235378062930929	51.5371269854661	FBgn0032646	CG6412	0.493	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.000317078897202681	0.171792763871011
CG6413	106	95	104	97	0.158064846232251	0.100526875953964	63.5985029879801	FBgn0039183	Dis3	0.304	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.659798877657518	0.901834445293667
CG6415	27	29	30	26	-0.103093492964104	0.206450877467426	40.0102284484322	FBgn0032287	CG6415	0.684	Cellular_Organisms	non_HKs	0	TS	0.965929688320275	0.910379479325357
CG6416	79	35	49	65	1.17449773123214	-0.407657968913246	20.4872433661644	FBgn0035917	Zasp66	0.626	Diptera	non_HKs	0	TS	0.000332702237859231	0.43129839538497
CG6418	124	84	93	115	0.561878887608115	-0.306331239836344	26.0809238712073	FBgn0036104	CG6418	0.314	Eukaryota	non_HKs	0	non_TS_non_HK	0.0258770301612701	0.407278207937734
CG6420	150	184	174	160	-0.294743265561132	0.121015400961366	22.5449417719875	FBgn0039451	CG6420	0.498	Eukaryota	non_HKs	0	non_TS_non_HK	0.170589537598584	0.770882186204
CG6422	162	147	158	151	0.14017765804826	0.065376008852024	46.6379662510244	FBgn0039261	CG6422	0.247	Eukaryota	non_HKs	0	non_TS_non_HK	0.605733399266189	0.92988835873915
CG6424	354	218	294	278	0.699421225306071	0.0807312721128571	11.5425825227893	FBgn0028494	CG6424	0.791	Bilateria	non_HKs	0	TS	1.8873933708415e-07	0.806895469218033
CG6428	151	186	167	170	-0.300754071782953	-0.0256866436636496	8.54074676740771	FBgn0029689	CG6428	0.393	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.156654596901108	1
CG6432	64	49	58	55	0.385290155884792	0.0766212816029124	19.8866439831449	FBgn0039184	CG6432	0.865	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS	0.347932357055782	0.991373011581839
CG6437	66	54	64	56	0.289506617194985	0.192645077942396	66.542547389391	FBgn0067102	GlcT-1	0.378	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.501881243853475	0.802405945328146
CG6443	59	65	50	74	-0.139724763666613	-0.565597175854225	57.0463464211026	FBgn0032290	CG6443	0.513	Eukaryota	non_HKs	0	non_TS_non_HK	0.804570378085042	0.177148940538334
CG6444	51	44	56	39	0.212993723334198	0.521952703195356	62.8168689691966	FBgn0032293	Dpy-30L1	0.617	Eukaryota	non_HKs	0	TS	0.710571981878827	0.324565062989583
CG6450	127	261	185	203	-1.03922130979772	-0.133954456668864	12.8898873999166	FBgn0029688	lva	0.327	Eukaryota	non_HKs	0	non_TS_non_HK	1.80566857169074e-10	0.70108871815068
CG6453	145	136	126	155	0.092446248764595	-0.298844481774321	43.3023089450306	FBgn0032643	GCS2beta	0.293	Eukaryota	non_HKs	0	non_TS_non_HK	0.791639909440063	0.314663164434613
CG6454	245	289	281	253	-0.238287743498108	0.151432745526616	27.9833392573484	FBgn0039187	CG6454	0.262	Eukaryota	non_HKs	0	non_TS_non_HK	0.154674764355177	0.548123929976257
CG6455	220	236	229	227	-0.101283335837182	0.0126553008060291	9.99676687606263	FBgn0019960	Mitofilin	0.417	Bilateria	non_HKs	0	non_TS_non_HK	0.660836011824374	1
CG6459	205	255	230	230	-0.314873337353412	0	0	FBgn0034259	P32	0.254	Bilateria	non_HKs	0	non_TS_non_HK	0.0692389104389016	1
CG6461	410	300	473	237	0.450661409009565	0.996953124441136	64.6010988459465	FBgn0030932	Ggt-1	0.726	Diptera	non_HKs	0	TS	0.00030332267543207	7.31153116966897e-17
CG6474	60	57	58	59	0.0740005814437768	-0.0246620542342691	19.9976616619138	FBgn0000617	e(y)1	0.4	Eukaryota	non_HKs	0	non_TS_non_HK	0.940989141611179	1
CG6479	33	38	39	32	-0.203533394085132	0.285402218862248	36.8575842659351	FBgn0036710	CG6479	0.509	Bilateria	non_HKs	0	non_TS_non_HK	0.792609721490633	0.770882186204
CG6490	34	27	35	26	0.332575339086871	0.428843298803874	81.667130888001	FBgn0039431	plum	0.424	Diptera	non_HKs	0.301097991	non_TS_non_HK	0.621704970884621	0.623513794246896
CG6494	81	65	81	65	0.31748218985617	0.31748218985617	100	FBgn0001168	h	0.342	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.384512224604254	0.513219479460384
CG6498	77	75	84	68	0.0379678501990204	0.304854581528421	53.320369662395	FBgn0267390	dop	0.362	Eukaryota	non_HKs	0	non_TS_non_HK	0.988809967830763	0.525565732571787
CG6502	110	127	105	132	-0.207324973247506	-0.330148601692331	72.8849540273948	FBgn0000629	E(z)	0.302	Eukaryota	non_HKs	0	non_TS_non_HK	0.482767600285973	0.30608390654784
CG6503	24	108	49	83	-2.16992500144231	-0.760329587231717	35.0394408436392	FBgn0040606	CG6503	0.749	Diptera	non_HKs	0	TS	1.60216676708534e-12	0.0371796234034688
CG6506	38	30	43	25	0.341036917835067	0.782408564927373	63.9337486619527	FBgn0030874	Spt7	0.475	Diptera	non_HKs	0	non_TS_non_HK	0.5810680908125	0.177148940538334
CG6509	88	110	99	99	-0.321928094887362	0	0	FBgn0032363	Dlg5	0.223	Eukaryota	non_HKs	0	non_TS_non_HK	0.274825223292667	1
CG6510	1766	1178	1466	1478	0.584145803818005	-0.0117611660123391	1.93545873456558	FBgn0010409	RpL18A	0.158	Eukaryota	HK	89.3822246	non_TS_HK	1.24384191775283e-25	0.985344803168797
CG6512	201	184	197	188	0.127489735121916	0.0674629677787389	52.9163918288993	FBgn0036702	CG6512	0.372	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.598233168802707	0.907899827623578
CG6518	120	103	122	101	0.2203900684253	0.272525854811091	83.9415010059119	FBgn0004784	inaC	0.844	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	TS	0.46462815886355	0.462806100646843
CG6521	289	232	258	263	0.316944687373107	-0.0276917338690483	7.43745362495555	FBgn0027363	Stam	0.351	Eukaryota	non_HKs	0	non_TS_non_HK	0.0478378476068805	0.995231397891238
CG6525	26	41	28	39	-0.657112286476991	-0.478047296804644	72.7497121333133	FBgn0082831	pps	0.377	Diptera	non_HKs	0	non_TS_non_HK	0.197789974876689	0.523953637028433
